sku,msku,panels,Status,Stauts,,image,,,,,
Goku Super Saiyyan02,CSTE_0440_CLT_AF_Gohan_Purple,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/d/0/p/6-dragon-ball-goku-anime-toys-action-figure-statue-for-car-original-imah3mhtwzjjbnsd.jpeg,,,,
Goku Super Saiyyan,CSTE_0440_CLT_AF_Gohan_Purple,CSTE MEESHO,Active,,,,,,,,
Goku Super Saiyyan 01,CSTE_0440_CLT_AF_Gohan_Purple,Rudrav Meesho,Active,,,,,,,,
Goku Black long,CSTE_0441_CLT_AF_Goku_Rosea,CSTE MEESHO,Active,,,,,,,,
Goku Black long01,CSTE_0441_CLT_AF_Goku_Rosea,Rudrav Meesho,Active,,,,,,,,
Goku Black,CSTE_0441_CLT_AF_Goku_Rosea,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/61B6VQTPSPL.jpg,,,,
Goku Black02,CSTE_0441_CLT_AF_Goku_Rosea,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/a/8/x/6-dragon-ball-super-saiyan-goku-god-series-action-figure-car-original-imah3q7zvzk5wjmn.jpeg,,,,
goku action figure,CSTE_0442_CLT_AF_Goku_Big,CSTE MEESHO,Active,,,,,,,,
goku action figure01,CSTE_0442_CLT_AF_Goku_Big,Rudrav Meesho,Active,,,,,,,,
Goku,CSTE_0442_CLT_AF_Goku_Big,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/610EyloDzKL.jpg,,,,
Goku big 01,CSTE_0442_CLT_AF_Goku_Big,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/l/c/6/6-dragon-ball-goku-anime-toys-action-figure-rare-statue-for-car-original-imah3mzuzqzj7rwy.jpeg,,,,
Goku02,CSTE_0442_CLT_AF_Goku_Big,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/l/c/6/6-dragon-ball-goku-anime-toys-action-figure-rare-statue-for-car-original-imah3mzuzqzj7rwy.jpeg,,,,
6pc Demon Slayer01,CSTE_0443_CLT_AF_Demon_Slayer_Set,Rudrav Meesho,Active,,,,,,,,
6pc Demon Slayer,CSTE_0443_CLT_AF_Demon_Slayer_Set,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/51hQUeWHxQL.jpg,,,,
6pc Demon Slayer,CSTE_0443_CLT_AF_Demon_Slayer_Set,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/u/r/a/6-6pc-demon-slayer-anime-toys-action-figure-rare-car-dashboard-original-imah3gagy8c2pqze.jpeg,,,,
6pc Demon Slayer02,CSTE_0443_CLT_AF_Demon_Slayer_Set,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/u/t/j/6-6pc-demon-slayer-anime-toys-action-figure-rare-car-dashboard-original-imah3q7ygxmdvbgf.jpeg,,,,
6pc Demon Slayer,CSTE_0443_CLT_AF_Demon_Slayer_Set,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/432017981/awwde.webp?width=256,,,,
Goku Injured,CSTE_0444_CLT_AF_Goku_Charging,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/61lVKsrSjqL.jpg,,,,
Goku Injured 01,CSTE_0444_CLT_AF_Goku_Charging,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/p/y/s/6-rudravdragon-ball-super-saiyan-god-series-goku-fighting-toys-original-imah3mza3ghgxh2v.jpeg,,,,
Goku Injured02,CSTE_0444_CLT_AF_Goku_Charging,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/p/y/s/6-rudravdragon-ball-super-saiyan-god-series-goku-fighting-toys-original-imah3mza3ghgxh2v.jpeg,,,,
Goku injured,CSTE_0444_CLT_AF_Goku_Charging,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/432273033/pxtb2.webp?width=256,,,,
Goku injured01,CSTE_0444_CLT_AF_Goku_Charging,Rudrav Meesho,Active,,,#REF!,https://images.meesho.com/images/products/433484639/uwiuf.webp?width=256,,,,
DBZ Bardock Action Figure01,CSTE_0445_CLT_AF_Goku_Spirit,Rudrav Meesho,Active,,,,,,,,
Goku_injured_jump,CSTE_0445_CLT_AF_Goku_Spirit,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/511pIboQD7L.jpg,,,,
Goku Injured design 2,CSTE_0445_CLT_AF_Goku_Spirit,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/g/c/e/6-dragon-ball-super-saiyan-god-series-goku-action-figure-for-car-original-imah3mpffmzagg5d.jpeg,,,,
Goku Injured design02,CSTE_0445_CLT_AF_Goku_Spirit,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/b/t/e/6-dragon-ball-super-saiyan-god-series-goku-action-figure-for-car-original-imah3mpf6n6pwzze.jpeg,,,,
Goku kame ha me,CSTE_0446_CLT_AF_Goku_Kamahe,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/51AWlmVnM2L.jpg,,,,
Goku Super Saiyyan Injured,CSTE_0447_CLT_AF_Goku_SSJ,CSTE MEESHO,Active,,,,,,,,
Goku Super Saiyyan Injured,CSTE_0447_CLT_AF_Goku_SSJ,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/51Vy-XFNEDL.jpg,,,,
Goku Super Saiyyan Injured01,CSTE_0447_CLT_AF_Goku_SSJ,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/b/c/a/6-dragon-ball-goku-super-saiyan-toys-action-figure-for-car-original-imah3mh8z8bhk7vp.jpeg,,,,
Goku Super Saiyyan Injured02,CSTE_0447_CLT_AF_Goku_SSJ,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/b/c/a/6-dragon-ball-goku-super-saiyan-toys-action-figure-for-car-original-imah3mh8z8bhk7vp.jpeg,,,,
Goku Super Saiyyan Injured01,CSTE_0447_CLT_AF_Goku_SSJ,Rudrav Meesho,Active,,,#REF!,https://images.meesho.com/images/products/433494045/q2vqk.webp?width=256,,,,
Vegeta Black,CSTE_0448_CLT_AF_Vegeta_Gloves_Black,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/51UX9YSPuYL.jpg,,,,
Vegeta Black01,CSTE_0448_CLT_AF_Vegeta_Gloves_Black,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/y/x/4/6-dragon-ball-vegeta-saiyangod-series-toys-action-figure-for-car-original-imah3jdzgkt7mdbf.jpeg,,,,
Goku Black,CSTE_0448_CLT_AF_Vegeta_Gloves_Black,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/2/z/n/6-dragon-ball-super-saiyan-goku-god-series-action-figure-car-original-imah3ga4u84kjtmj.jpeg,,,,
Vegeta Black02,CSTE_0448_CLT_AF_Vegeta_Gloves_Black,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/g/x/a/6-dragon-ball-vegeta-saiyangod-series-toys-action-figure-for-car-original-imah3jdzfxjp2vxx.jpeg,,,,
Vegeta Black01,CSTE_0448_CLT_AF_Vegeta_Gloves_Black,Rudrav Meesho,Active,,,#REF!,https://images.meesho.com/images/products/433484643/5uohe.webp?width=256,,,,
Vegeta Black,CSTE_0448_CLT_AF_Vegeta_Gloves_Black,CSTE MEESHO,Active,,,,,,,,
Goku blue hair,CSTE_0449_CLT_AF_Vegeta_Gloves_Blue,CSTE AMAZON,Active,,,#REF!,https://m.media-amazon.com/images/I/81kW676t3mL.jpg,,,,
Goku blue hair,CSTE_0449_CLT_AF_Vegeta_Gloves_Blue,CSTE MEESHO,Active,,,#REF!,,,,,
Goku blue hair01,CSTE_0449_CLT_AF_Vegeta_Gloves_Blue,Rudrav Meesho,Active,,,,,,,,
Vegeta,CSTE_0449_CLT_AF_Vegeta_Gloves_Blue,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/61MtpYRCxPL.jpg,,,,
action vegata blue,CSTE_0449_CLT_AF_Vegeta_Gloves_Blue,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/4/p/9/6-dragon-ball-vegeta-anime-antique-merchandise-statue-for-car-original-imah3g9pcxgva7rx.jpeg,,,,
Vegeta Punch Blue 01,CSTE_0449_CLT_AF_Vegeta_Gloves_Blue,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/e/5/r/6-dragon-ball-z-super-saiyan-vegeta-resolution-of-soldiers-17cm-original-imah44ggxcvayg22.jpeg,,,,
Vegeta blue02,CSTE_0449_CLT_AF_Vegeta_Gloves_Blue,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/o/d/u/6-dragon-ball-vegeta-anime-antique-merchandise-statue-for-car-original-imah3q7k3h7nr5uq.jpeg,,,,
Vegeta Punch blue01,CSTE_0449_CLT_AF_Vegeta_Gloves_Blue,Rudrav Meesho,Active,,,#REF!,https://images.meesho.com/images/products/438315165/nr97l.webp?width=256,,,,
Vegeta Punch blue,CSTE_0449_CLT_AF_Vegeta_Gloves_Blue,CSTE MEESHO,Active,,,,,,,,
Kakashi,CSTE_0450_CLT_AF_Kakashi_Attack,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
Kakashi01,CSTE_0450_CLT_AF_Kakashi_Attack,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/n/i/s/6-dragon-ball-super-saiyan-god-series-kakashi-anime-toys-car-original-imah3kjbrzpuvrmk.jpeg,,,,
Kakashi02,CSTE_0450_CLT_AF_Kakashi_Attack,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/n/i/s/6-dragon-ball-super-saiyan-god-series-kakashi-anime-toys-car-original-imah3kjbrzpuvrmk.jpeg,,,,
Roronoa Zoro,CSTE_0451_CLT_AF_Zoro_Tree,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/61S3ghlh8yL.jpg,,,,
Roronoa Zoro01,CSTE_0451_CLT_AF_Zoro_Tree,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/i/d/n/6-dragon-ball-series-rorona-zoro-anime-toys-action-figure-car-original-imah3khfu9ff2zye.jpeg,,,,
Roronoa Zoro02,CSTE_0451_CLT_AF_Zoro_Tree,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/i/d/n/6-dragon-ball-series-rorona-zoro-anime-toys-action-figure-car-original-imah3khfu9ff2zye.jpeg,,,,
Rorona Zoro,CSTE_0451_CLT_AF_Zoro_Tree,CSTE MEESHO,Active,,,,,,,,
Rorona Zoro01,CSTE_0451_CLT_AF_Zoro_Tree,Rudrav Meesho,Active,,,,,,,,
Harry_Potter_Figures3,CSTE_0452_CLT_AF_HarryPotter_Set_3,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/31sTf9jIqVL.jpg,,,,
Harry Potter 3pc Set,CSTE_0452_CLT_AF_HarryPotter_Set_3,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/action-figure/d/9/h/6-harry-potter-broom-action-figure-office-desk-decoration-pack-original-imah3nszxbfj7vgm.jpeg,,,,
Harry Potter 3pc Set with Broom Action Figure,CSTE_0452_CLT_AF_HarryPotter_Set_3,CSTE MEESHO,Active,,,,,,,,
Harry Potter 3pc Set with Broom Action Figure0,CSTE_0452_CLT_AF_HarryPotter_Set_3,Rudrav Meesho,Active,,,,,,,,
CSTE_0453_ST_Animal_Kitten_White,CSTE_0453_ST_Animal_Kitten_White,Rudrav Meesho,Active,,,,,,,,
White kitten,CSTE_0453_ST_Animal_Kitten_White,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/51ygsz151yL.jpg,,,,
CSTE_0453_ST_Animal_Kitten_White,CSTE_0453_ST_Animal_Kitten_White,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/q/7/y/adorable-soft-toy-plush-cute-kitten-white-stuffed-animal-perfect-original-imah4tuqfrgujzxd.jpeg,,,,
CSTE_0453_ST_Animal_Kitten_White,CSTE_0453_ST_Animal_Kitten_White,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/458011334/wzrls.webp?width=256,,,,
CSTE_0453_ST_Animal_Kitten_White_1,CSTE_0453_ST_Animal_Kitten_White,CSTE FK,Active,Active Listing,,#REF!,,,,,
Garfield,CSTE_0454_ST_Animal_Garfield_Orange,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/51WAvirLcTL.jpg,,,,
CSTE_0454_ST_Animal_Garfield_Orange,CSTE_0454_ST_Animal_Garfield_Orange,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/0/9/2/adorable-soft-toy-plush-garfield-stuffed-animal-perfect-gift-for-original-imah4turxjxsnef4.jpeg,,,,
CSTE_0454_ST_Animal_Garfield_Orange,CSTE_0454_ST_Animal_Garfield_Orange,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/459856917/8hoco.webp?width=256,,,,
CSTE_0454_ST_Animal_Garfield_Orange,CSTE_0454_ST_Animal_Garfield_Orange,Rudrav Meesho,Active,,,#REF!,https://images.meesho.com/images/products/461958675/9onrs.webp?width=256,,,,
AZ-2LJY-FLVA,CSTE_0455_ST_Animal_Kirby,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/71npUutRYbL.jpg,,,,
CSTE_0455_ST_Animal_Kirby,CSTE_0455_ST_Animal_Kirby,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/a/s/z/adorable-soft-toy-plush-kirby-stuffed-animal-perfect-gift-for-original-imah4tuquswmzyyd.jpeg,,,,
CSTE_0455_ST_Animal_Kirby,CSTE_0455_ST_Animal_Kirby,Rudrav Meesho,Active,,,#REF!,https://images.meesho.com/images/products/461958677/elhbd.webp?width=256,,,,
CSTE_0456_ST_Animal_Maru_Bear,CSTE_0456_ST_Animal_Maru_Bear,Rudrav Meesho,Active,,,,,,,,
Maru Bear,CSTE_0456_ST_Animal_Maru_Bear,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/71+niXR8S6L.jpg,,,,
CSTE_0456_ST_Animal_Maru_Bear,CSTE_0456_ST_Animal_Maru_Bear,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/x/q/t/flufies-badtz-maru-as-grumpy-bear-plush-soft-toy-for-kids-and-original-imah7fxfdeuagfcn.jpeg,,,,
New_walmart_Soft_toys,CSTE_0456_ST_Animal_Maru_Bear,CSTE MEESHO,Active,,,,,,,,
CSTE_0457_ST_Animal_Hello_Kitty,CSTE_0457_ST_Animal_Hello_Kitty,CSTE MEESHO,Active,,,,,,,,
CSTE_0457_ST_Animal_Hello_Kitty,CSTE_0457_ST_Animal_Hello_Kitty,Rudrav Meesho,Active,,,,,,,,
hello kitty,CSTE_0457_ST_Animal_Hello_Kitty,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/716glDl-8GL.jpg,,,,
CSTE_0457_ST_Animal_Hello_Kitty,CSTE_0457_ST_Animal_Hello_Kitty,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/c/n/o/adorable-soft-toy-plush-hello-kitty-stuffed-animal-perfect-gift-original-imah4tuqppfhhc4n.jpeg,,,,
CSTE_0458_ST_Animal_Love_Lot_Bear,CSTE_0458_ST_Animal_Love_Lot_Bear,CSTE MEESHO,Active,,,,,,,,
love a lot bear,CSTE_0458_ST_Animal_Love_Lot_Bear,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/61zhss1Z9OL.jpg,,,,
CSTE_0458_ST_Animal_Love_Lot_Bear,CSTE_0458_ST_Animal_Love_Lot_Bear,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/y/i/o/adorable-soft-toy-plush-love-a-lot-stuffed-animal-perfect-gift-original-imah4tuqgb9fnper.jpeg,,,,
CSTE_0458_ST_Animal_Love_Lot_Bear,CSTE_0458_ST_Animal_Love_Lot_Bear,Rudrav Meesho,Active,,,#REF!,https://images.meesho.com/images/products/461958676/ng8e2.webp?width=256,,,,
CSTE_0459_ST_Animal_Bear_Mix,CSTE_0459_ST_Animal_Bear_Mix,Rudrav Meesho,Active,,,,,,,,
Mix bears,CSTE_0459_ST_Animal_Bear_Mix,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/71c2+zG5cpL.jpg,,,,
CSTE_0459_ST_Animal_Bear_Mix,CSTE_0459_ST_Animal_Bear_Mix,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/m/o/r/adorable-soft-toy-plush-bear-stuffed-animal-perfect-gift-for-original-imah4tuqy7fhh74b.jpeg,,,,
CSTE_0459_ST_Animal_Bear_Mix_Set4,CSTE_0459_ST_Animal_Bear_Mix,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/0/j/e/flufies-treasure-care-bear-plush-soft-toys-teddy-bear-stuff-toy-original-imah7fyjfgpkzq9h.jpeg,,,,
CSTE_0459_ST_Animal_Bear_Mix_Set4,CSTE_0459_ST_Animal_Bear_Mix,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/457255953/amzwp.webp?width=256,,,,
Stitch soft toy,CSTE_0460_ST_Animal_Stitch_Lina_Bear,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/714PhBqDAHL.jpg,,,,
CSTE_0460_ST_Animal_Stitch_Lina_Bear,CSTE_0460_ST_Animal_Stitch_Lina_Bear,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/f/7/a/adorable-soft-toy-plush-leena-stitich-stuffed-animal-perfect-original-imah4tuqbynymxgf.jpeg,,,,
CSTE_0460_ST_Animal_Stitch_Lina_Bear_2,CSTE_0460_ST_Animal_Stitch_Lina_Bear,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/t/x/b/flufies-stitch-plush-toy-for-babies-and-kids-cozy-stitch-soft-original-imah7fx9xxdxzycb.jpeg,,,,
CSTE_0460_ST_Animal_Stitch_Lina_Bear,CSTE_0460_ST_Animal_Stitch_Lina_Bear,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/457255941/iangk.webp?width=256,,,,
CSTE_0460_ST_Animal_Stitch_Lina_Bear,CSTE_0460_ST_Animal_Stitch_Lina_Bear,CSTE FK,Active,Active Listing,,#REF!,,,,,
CSTE_0460_ST_Animal_Stitch_Lina_Bear,CSTE_0460_ST_Animal_Stitch_Lina_Bear,Rudrav Meesho,Active,,,#REF!,https://images.meesho.com/images/products/461958678/bbk6w.webp?width=256,,,,
Charizard,CSTE_0461_ST_Pokemon_Mega_Charizard,CSTE MEESHO,Active,,,,,,,,
Charizard,CSTE_0461_ST_Pokemon_Mega_Charizard,Rudrav Meesho,Active,,,,,,,,
Charizhardh,CSTE_0461_ST_Pokemon_Mega_Charizard,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
CSTE_0461_ST_Pokemon_Mega_Charizard,CSTE_0461_ST_Pokemon_Mega_Charizard,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/u/q/i/adorable-pokemon-stuffed-toy-soft-plush-mega-charizard-perfect-original-imah4tuqk6bqhvrs.jpeg,,,,
CSTE_0461_ST_Pokemon_Mega_Charizard,CSTE_0461_ST_Pokemon_Mega_Charizard,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/u/q/i/adorable-pokemon-stuffed-toy-soft-plush-mega-charizard-perfect-original-imah4tuqk6bqhvrs.jpeg,,,,
mega charizard,CSTE_0461_ST_Pokemon_Mega_Charizard,CSTE MEESHO,Active,,,,,,,,
mega charizard,CSTE_0461_ST_Pokemon_Mega_Charizard,Rudrav Meesho,Active,,,,,,,,
Tohgepi,CSTE_0462_ST_Pokemon_Togepi,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
CSTE_0462_ST_Pokemon_Togepi,CSTE_0462_ST_Pokemon_Togepi,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/71k5FuG1R5L.jpg,,,,
CSTE_0462_ST_Pokemon_Togepi,CSTE_0462_ST_Pokemon_Togepi,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/x/e/j/adorable-pokemon-stuffed-toy-soft-plush-togepi-perfect-gift-for-original-imah4tuqnukgvvhe.jpeg,,,,
Togepi,CSTE_0462_ST_Pokemon_Togepi,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/442233332/dxc9r.webp?width=256,,,,
Togepi,CSTE_0462_ST_Pokemon_Togepi,Rudrav Meesho,Active,,,#REF!,https://images.meesho.com/images/products/442244967/s8161.webp?width=256,,,,
Gengaar,CSTE_0463_ST_Pokemon_Gengar,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
CSTE_0463_ST_Pokemon_Gengar,CSTE_0463_ST_Pokemon_Gengar,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/71TCfdEga1L.jpg,,,,
Gengar,CSTE_0463_ST_Pokemon_Gengar,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/442233232/fagnm.webp?width=256,,,,
Gengar,CSTE_0463_ST_Pokemon_Gengar,Rudrav Meesho,Active,,,#REF!,https://images.meesho.com/images/products/442244977/74ins.webp?width=256,,,,
Snowlax,CSTE_0464_ST_Pokemon_Snorlex,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
CSTE_0464_ST_Pokemon_Snorlex,CSTE_0464_ST_Pokemon_Snorlex,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/71j+sRDoAJL.jpg,,,,
CSTE_0464_ST_Pokemon_Snorlex,CSTE_0464_ST_Pokemon_Snorlex,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/6/s/b/adorable-pokemon-stuffed-toy-soft-plush-snorlex-perfect-gift-for-original-imah4tuq8yqcgfeu.jpeg,,,,
snorlex,CSTE_0464_ST_Pokemon_Snorlex,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/442233278/0lzqu.webp?width=256,,,,
snorlex,CSTE_0464_ST_Pokemon_Snorlex,Rudrav Meesho,Active,,,,,,,,
CSTE_0465_ST_Pokemon_Pysduck,CSTE_0465_ST_Pokemon_Pysduck,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
shyduck,CSTE_0465_ST_Pokemon_Pysduck,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
CSTE_0465_ST_Pokemon_Pysduck,CSTE_0465_ST_Pokemon_Pysduck,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/8/q/6/adorable-pokemon-stuffed-toy-soft-plush-psyduck-perfect-gift-for-original-imah4tuqpykha53p.jpeg,,,,
psyduck,CSTE_0465_ST_Pokemon_Pysduck,CSTE MEESHO,Active,,,,,,,,
psyduck,CSTE_0465_ST_Pokemon_Pysduck,Rudrav Meesho,Active,,,,,,,,
Jiglepuf,CSTE_0466_ST_Pokemon_Jigglypuff,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
CSTE_0466_ST_Pokemon_Jigglypuff,CSTE_0466_ST_Pokemon_Jigglypuff,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/71LFzKiM4GL.jpg,,,,
jigglyPuff,CSTE_0466_ST_Pokemon_Jigglypuff,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/442233240/9oo6o.webp?width=256,,,,
jigglyPuff,CSTE_0466_ST_Pokemon_Jigglypuff,Rudrav Meesho,Active,,,,,,,,
PokiBoll,CSTE_0467_ST_Pokemon_PokeBall,CSTE AMAZON,Inactive,Deleted,,,#REF!,,,,
CSTE_0467_ST_Pokemon_PokeBall,CSTE_0467_ST_Pokemon_PokeBall,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/71Val3fSSoL.jpg,,,,
CSTE_0467_ST_Pokemon_PokeBall,CSTE_0467_ST_Pokemon_PokeBall,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/v/y/a/adorable-pokemon-stuffed-toy-soft-plush-pokeball-perfect-gift-original-imah4tuqzgzhep5e.jpeg,,,,
CSTE_0467_ST_Pokemon_PokeBall,CSTE_0467_ST_Pokemon_PokeBall,CSTE FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/v/y/a/adorable-pokemon-stuffed-toy-soft-plush-pokeball-perfect-gift-original-imah4tuqzgzhep5e.jpeg,,,,
Pokeball,CSTE_0467_ST_Pokemon_PokeBall,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/442233238/ryp0r.webp?width=256,,,,
Pokeball,CSTE_0467_ST_Pokemon_PokeBall,Rudrav Meesho,Active,,,#REF!,https://images.meesho.com/images/products/442244979/anacl.webp?width=256,,,,
Jiglepuf_fur,CSTE_0468_ST_Pokemon_Jigglypuff_Fur,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/619Tr10UNYL.jpg,,,,
CSTE_0468_ST_Pokemon_Jigglypuff_Fur,CSTE_0468_ST_Pokemon_Jigglypuff_Fur,CSTE AMAZON,Active,Active Listing,,#REF!,https://m.media-amazon.com/images/I/71Ff5fFlykL.jpg,,,,
CSTE_0468_ST_Pokemon_Jigglypuff_Fur,CSTE_0468_ST_Pokemon_Jigglypuff_Fur,GL FK,Active,Active Listing,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/w/3/v/adorable-pokemon-stuffed-toy-soft-plush-furry-jigglypuff-perfect-original-imah4tuqgjmvdajp.jpeg,,,,
jigglyPuff fur,CSTE_0468_ST_Pokemon_Jigglypuff_Fur,CSTE MEESHO,Active,,,#REF!,https://images.meesho.com/images/products/442233217/gliiy.webp?width=256,,,,
jigglyPuff fur,CSTE_0468_ST_Pokemon_Jigglypuff_Fur,Rudrav Meesho,Active,,,,,,,,
CSTE_0469_ST_Pokemon_Charizard,CSTE_0469_ST_Pokemon_Charizard,GL FK,Active,,,#REF!,https://img1a.flixcart.com/image/50/50/xif0q/stuffed-toy/y/p/k/adorable-pokemon-stuffed-toy-soft-plush-charizard-perfect-gift-original-imah4tuqyvv3tnrt.jpeg,,,,
